,編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
121,RPQPMLNKOHOFFAA87CA,51.0,85.57,住家用,加強磚造,1956年11月11日,四層,四層
122,RPRNMLNKOHOFFAA77CA,42.0,93.1,住商用,鋼筋混凝土造,1966年2月14日,五層,一層 平台 騎樓 見其他登記事項
123,RPWNMLSLNHOFFBA88CA,6.0,39.51,本共有部分之項目有：防空避難室兼停車空間、停車空間、社區遊憩設施、梯廳、電梯升降道、電梯機房、水箱、警衛室、活動中心、管委會、發電機室、進風機房、瓦斯安全開關室、網路機房、電信室、排風機房、台電配電室、垃圾儲存空間、蓄水池、日用油箱、雨水回收機房、消防泵浦室、儲藏室、消防水箱、樓梯間、行動不便昇降設備、緊急昇降機、排煙室等２８項。,鋼筋混凝土造,102年7月2日,十四層,nan
124,RPWNMLSLNHOFFBA88CA,6.0,64.2,住家用,鋼筋混凝土造,102年7月2日,十四層,三層 陽臺
125,RPWNMLSLNHOFFBA88CA,6.0,39.51,本共有部分之項目有：防空避難室兼停車空間、停車空間、社區遊憩設施、梯廳、電梯升降道、電梯機房、水箱、警衛室、活動中心、管委會、發電機室、進風機房、瓦斯安全開關室、網路機房、電信室、排風機房、台電配電室、垃圾儲存空間、蓄水池、日用油箱、雨水回收機房、消防泵浦室、儲藏室、消防水箱、樓梯間、行動不便昇降設備、緊急昇降機、排煙室等２８項。,鋼筋混凝土造,102年7月2日,十四層,nan
126,RPWNMLSLNHOFFBA88CA,6.0,64.2,住家用,鋼筋混凝土造,102年7月2日,十四層,三層 陽臺
127,RPUNMLLLNHOFFBA97CA,17.0,41.58,見使用執照,鋼筋混凝土造,1991年4月12日,十一層,二層 陽臺
128,RPUNMLLLNHOFFBA97CA,17.0,12.92,共有部分,鋼筋混凝土造,1991年4月12日,十一層,nan
129,RPUNMLLLNHOFFBA97CA,17.0,2.62,共有部分,鋼筋混凝土造,1991年4月12日,十一層,nan
130,RPTQMLRKOHOFFCA88CA,17.0,270.33,住家用,鋼筋混凝土造,1990年10月17日,四層,一層 二層 三層 四層 陽臺 屋頂突出物
131,RPTQMLRKOHOFFCA88CA,17.0,41.36,共有部分,鋼筋混凝土造,1990年10月17日,四層,nan
132,RPTQMLRKOHOFFCA88CA,17.0,91.55,共有部分,鋼筋混凝土造,1990年10月17日,四層,nan
133,RPSQMLNJOHOFFCA28CA,1.0,41.02,多戶住宅（集合住宅）,鋼筋混凝土造,107年9月25日,七層,七層 雨遮 見其他登記事項
134,RPSQMLNJOHOFFCA28CA,1.0,19.93,本共有部分之項目有供行動不便者使用電梯、機車昇降機、梯廳、通道、雨遮、管理員室、機械室（電信室）、排風機、鐵爬梯、防空避難室兼停車空間、台電配電室、受電箱、ＣＯ２機房、ＦＲＰ水箱、水錶牆、電梯機房、自來水箱等１７項。,鋼筋混凝土造,107年9月25日,七層,nan
135,RPSQMLNJOHOFFCA28CA,1.0,0.25,多戶住宅（集合住宅）,鋼筋混凝土造,107年9月25日,七層,一層
136,RPSQMLNJOHOFFCA28CA,1.0,0.11,本共有部分之項目有供行動不便者使用電梯、機車昇降機、梯廳、通道、雨遮、管理員室、機械室（電信室）、排風機、鐵爬梯、防空避難室兼停車空間、台電配電室、受電箱、ＣＯ２機房、ＦＲＰ水箱、水錶牆、電梯機房、自來水箱等１７項。,鋼筋混凝土造,107年9月25日,七層,nan
137,RPSQMLNJOHOFFCA28CA,1.0,10.49,本共有部分之項目有汽車昇降機空間、雨遮、停車空間等３項。,鋼筋混凝土造,107年9月25日,七層,nan
138,RPWNMLNJOHOFFEA58CA,21.0,146.89,住家用,鋼筋混凝土造,1987年6月24日,十九層,十八層 陽臺 電梯樓梯間 露台
139,RPWNMLNJOHOFFEA58CA,21.0,6.1,共有部分,鋼筋混凝土造,1987年6月24日,十九層,nan
140,RPWNMLNJOHOFFEA58CA,21.0,2.25,共有部分,鋼筋混凝土造,1987年6月24日,十九層,nan
141,RPWNMLNJOHOFFEA58CA,21.0,0.4,共有部分,鋼筋混凝土造,1987年6月24日,十九層,nan
142,RPWNMLNJOHOFFEA58CA,21.0,11.03,共有部分,鋼筋混凝土造,1987年6月24日,十九層,nan
143,RPWNMLLLNHOFFEA48CA,11.0,44.36,住家用,鋼筋混凝土造,1997年6月9日,十三層,六層 陽臺 雨遮
144,RPWNMLLLNHOFFEA48CA,11.0,11.69,共有部分,鋼筋混凝土造,1997年6月9日,十三層,nan
145,RPWNMLLLNHOFFEA48CA,11.0,5.2,共有部分,鋼筋混凝土造,1997年6月9日,十三層,nan
146,RPWNMLLLNHOFFEA48CA,11.0,11.86,共有部分,鋼筋混凝土造,1997年6月9日,十三層,nan
147,RPRNMLTLPHOFFFA09CA,nan,23.24,住家用,鋼筋混凝土造,107年12月24日,十四層,七層 陽臺 雨遮
148,RPRNMLTLPHOFFFA09CA,nan,15.05,本共有部分之項目有汽車停車空間、安全梯Ａ（無障礙梯）、安全梯Ｂ（無障礙梯）、電信機房、無障礙昇降機、緊急發電機室、梯廳、管委會空間、安全梯Ｂ、消防水箱、電梯機房、梯間、台電配電場所、台電管道間、水箱、消防泵浦室、防空避難室、陽台等１８項。,鋼筋混凝土造,107年12月24日,十四層,nan
149,RPRNMLTLPHOFFFA09CA,nan,28.51,住家用,鋼筋混凝土造,107年12月24日,十四層,七層 陽臺 雨遮
150,RPRNMLTLPHOFFFA09CA,nan,18.47,本共有部分之項目有汽車停車空間、安全梯Ａ（無障礙梯）、安全梯Ｂ（無障礙梯）、電信機房、無障礙昇降機、緊急發電機室、梯廳、管委會空間、安全梯Ｂ、消防水箱、電梯機房、梯間、台電配電場所、台電管道間、水箱、消防泵浦室、防空避難室、陽台等１８項。,鋼筋混凝土造,107年12月24日,十四層,nan
151,RPWNMLNJOHOFFAA28DA,nan,138.64,nan,鋼筋混凝土造,nan,十二層,九層 陽臺 陽臺
152,RPXNMLLLNHOFFDA58DA,60.0,56.64,住家用,加強磚造,1948年6月30日,三層,二層 陽臺
153,RPTOMLKLNHOFFEA28DA,47.0,91.7,住家用,鋼筋混凝土造,1961年3月7日,四層,二層
154,RPOQMLRLNHOFFCA48DA,37.0,101.77,商業用,鋼筋混凝土造,1971年6月21日,五層,一層 平台 騎樓 電梯樓梯間
155,RPTPMLKLNHOFFDA28DA,47.0,86.86,住家用,鋼筋混凝土造,1961年9月27日,四層,四層 平台
156,RPUOMLMLNHOFFAA18DA,nan,49.65,住家用,鋼筋混凝土造,nan,四層,三層 陽臺
157,RPQOMLLJPHOFFFA08CA,4.0,101.84,一般零售業甲組（不含便利商店）,鋼骨造,104年5月22日,十一層,一層 陽臺 夾層
158,RPQOMLLJPHOFFFA08CA,3.0,24.8,本共有部分之項目有梯廳、特別安全梯、排煙室、公用停車專用門廳、開放空間、警衛室、管委會使用空間、機電設備空間、陽台、梯廳兼排煙室、社區遊憩設施泳池、男廁、女廁、１Ｔ平衡池、走廊、消防泵浦室、電梯機房、防空避難室兼停車空間、車道、電錶間、台電配電室、安全梯、雨遮、停車空間、泳池蓄水箱及蓄水箱等２６項。,鋼骨造,105年1月11日,二十三層,nan
159,RPQOMLLJPHOFFFA08CA,4.0,101.22,本共有部分之項目有管委會使用空間、梯廳、安全梯、排煙室、車道、廁所、電梯機房、陽台、組合式消防水箱、機房、進排風機、發電機室、台電配電室、防空避難室兼停車空間、電錶間、機電設備空間、蓄水箱、停車空間、機房（供電信使用）、消防浦室、消防水池、噴灌設備機房及雨水回收池等２３項。,鋼骨造,104年5月22日,十一層,nan
160,RPQOMLLJPHOFFFA08CA,3.0,0.4,本共有部分之項目有車道、防災中心及陽臺等３項。,鋼骨造,105年1月11日,二十三層,nan
161,RPWOMLTLNHOFFEA76CA,38.0,120.29,住家用,鋼筋混凝土造,1970年5月25日,五層,四層 陽臺
162,RPQNMLTLNHOFFEA68CA,43.0,144.7,住家用,鋼筋混凝土造,1965年4月9日,四層,一層 平台
163,RPSPMLLLNHOFFDA18CA,42.0,89.14,見使用執照,鋼筋混凝土造,1966年2月24日,五層,一層 平台 停車場
